0.000000000000000000e+00,3.769911161396225907e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.530258683358688865e-02,-1.709401699012870132e-02,-1.093735235771512160e-01,2.529768909740187643e-02,0.000000000000000000e+00,8.547009254191205788e-03,7.741320724461061772e-03,0.000000000000000000e+00,-9.776518160216681602e-04,-7.745588707531351515e-03,0.000000000000000000e+00,0.000000000000000000e+00,7.685119078106169774e-03,0.000000000000000000e+00,-4.141391767509235329e-03,-9.917662028372898481e-03,0.000000000000000000e+00,0.000000000000000000e+00
-2.256406959710397508e-01,0.000000000000000000e+00,-3.552604669152156225e-01,-9.638185677552639496e-03,1.249999992403161286e-01,0.000000000000000000e+00,2.726794233146857815e-02,0.000000000000000000e+00,2.970416635775095446e-02,-8.485374750704124253e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.184457477757178717e-02,0.000000000000000000e+00,4.089321509434515334e-02,-1.615908375375850470e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.360462508054796071e+00,0.000000000000000000e+00,4.951458924336230583e-01,-5.383563639405057444e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.993862844051165484e-02,0.000000000000000000e+00,3.383576027292894972e-01,2.103987917774883531e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.298959519980377453e-01,0.000000000000000000e+00,5.727741789456499699e-01,2.157619843236840695e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.288547515901084353e+02,0.000000000000000000e+00,-2.359446053026073514e+03,-1.690930406799913271e+03,-9.999999939225290291e+01,0.000000000000000000e+00,-1.228004989797219082e+02,0.000000000000000000e+00,-4.010316954157990494e+02,-1.133449860149249986e+02,0.000000000000000000e+00,0.000000000000000000e+00,-3.075685431998411445e+02,0.000000000000000000e+00,-6.314844441816732115e+02,-7.860262260406079804e+01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.999999987845058336e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000082740370999e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.769911161396225907e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.970697935400515424e-03,0.000000000000000000e+00,3.256263141142948150e-03,-7.032228086698128454e-03,0.000000000000000000e+00,0.000000000000000000e+00,-7.016595425472652026e-02,-1.799370209487231864e-02,-9.811884462645084626e-02,9.537952620004841453e-03,0.000000000000000000e+00,8.996851846517057993e-03,4.809468067312058087e-02,0.000000000000000000e+00,9.586769575950209593e-03,-4.088916978779255640e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.086263346618881173e-02,0.000000000000000000e+00,3.768357013608313738e-02,3.541310159115879531e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.707183733150673399e-01,0.000000000000000000e+00,-2.908832125582776484e-01,-1.143225810497462691e-02,1.249999992403161286e-01,0.000000000000000000e+00,1.264986277359006206e-01,0.000000000000000000e+00,1.631241261312932067e-01,-2.528851472017686064e-02,0.000000000000000000e+00,0.000000000000000000e+00
-1.144737428439905197e-01,0.000000000000000000e+00,2.202681400159473002e-01,2.627364871863964724e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.298368561180344827e-01,0.000000000000000000e+00,6.293023355364503191e-01,-4.668777316020650048e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.863639294460586626e-01,0.000000000000000000e+00,1.102210590886530728e+00,1.128755527730791464e+00,0.000000000000000000e+00,0.000000000000000000e+00
