-8.626210874496109682e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.090405824110689537e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.741196845183594633e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.918115946774605618e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-8.849461226034804895e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.232151710250377619e+01,0.000000000000000000e+00,-7.018197845098939069e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.081435882128062076e+00
0.000000000000000000e+00,0.000000000000000000e+00,-8.550355792280583955e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.023168825919356095e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.855098177993568243e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.994319079467459233e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.036605501049937317e+02,4.099667267051027153e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.040926076520772625e+00,-2.757127729499857072e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.090405735283195554e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.963242888382268347e+01,-2.032996989191561283e+02,1.027632115489839322e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.930692773466287981e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.063639090275438726e+01,-1.402545175154803836e+01,-3.584770118526052318e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000033041265169231e+02,-1.279588380143081849e+02,2.795553388779126180e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.365784563806982987e+01,-1.286971968994521376e+01,-1.113080472237015783e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.717944308607361492e+01,-4.537489339799260080e+01,1.819544957160220022e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.498626422237450129e+00,-4.543166127348669647e+00,-2.045476246493137307e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.742907116408787260e+01,-1.143836836803302504e+02,9.695461145042827411e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.560039539886929560e+00,-1.173086019434776972e+01,2.379818333508865180e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.023168829785445411e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.975105538795003213e+01,-1.988938961874929703e+02,3.891115055264000233e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.930693473548284800e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.136446099198455961e+00,-1.387264264149098025e+01,1.086429292777275002e+01
0.000000000000000000e+00,6.232151757402486680e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.032495900774170394e+01,-1.026464762837566553e+02,0.000000000000000000e+00,6.980582521425558795e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.104718973722694120e+00,-4.021112185662072847e+00
